,user_ids,support,itemsets,period,property_values,depth,size,firstpromo,itemset_name
28278,"[100202, 101105, 101299, 106150, 107727, 108228, 108294, 109279, 109498, 109615, 110071, 111828, 112041, 113297, 113875, 115511, 115559, 115562, 116566, 117249, 117757, 117805, 118606, 118855, 119310, 120927, 121128, 121499, 121730, 122900, 122918, 125407, 127538, 127760, 127960, 128103, 128645, 128737, 130019, 130464, 130571, 130640, 130756, 131263, 131348, 131554, 131862, 132253, 132739, 133755, 133955, 134631, 134914, 136832, 136996, 137310, 137637, 138510, 138663, 138707, 139002, 140121, 140578, 141332, 141648, 143826, 144417, 145215, 145478, 146452, 147052, 149080, 149356, 149838, 150176, 152339, 152992, 153358, 153656, 153900, 153970, 154084, 154248, 156705, 157047, 157427, 157503, 161058, 162362, 164050, 164225, 164308, 165402, 166603, 170455, 171039, 171396, 172457, 172838, 173559, 174212, 174296, 174617, 174735, 175080, 175168, 175853, 175869, 178862, 179452, 179604, 180587, 181935, 183140, 183365, 183672, 184049, 184920, 185339, 186337, 186738, 187930, 188482, 188588, 189769, 190261, 191225, 193469, 193677, 193796, 195564, 195864, 197718, 197752, 197778, 198805, 199278, 199285, 199937, 200047, 200501, 200513, 201921, 205003, 208423, 209608, 211111, 212891, 213487, 215267, 217076, 217297, 217310, 217726, 219803, 220140, 220306, 223220, 223493, 224628, 227142, 229782, 230440, 231351, 231893, 233042, 233415, 233592, 234495, 236452, 237181, 237374, 237437, 238481, 238743, 239129, 239147, 239503, 239844, 240151, 240562, 240869, 241673, 244101, 244550, 245092, 248887, 249572, 249926, 251261, 251719, 252507, 254873, 256503, 256697, 257373, 257705, 257982, 258020, 258025, 258061, 258382, 259630, 259866, 259947, 261226, 262427, 262440, 262442, 262806, 263477, 263805, 265084, 267277, 267440, 269603, 269795, 269982, 270370, 272234, 274953, 275145, 275829, 276634, 277677, 278811, 279798, 281256, 281976, 282393, 284995, 285334, 285828, 286306, 287131, 287308, 287608, 287754, 287831, 288348, 288685, 288782, 288976, 289246, 289682, 290337, 291806, 292427, 292888, 293965, 294943, 295890, 296815, 297198, 297953, 298214, 298450, 299397, 300450, 300916, 305264, 307966, 308273, 309563, 310944, 311524, 312415, 312694, 313976, 315386, 315504, 316138, 316981, 317870, 318300, 323804, 324352, 324441, 325066, 325191, 325208, 326163, 326781, 327015, 327138, 327351, 327610, 327681, 328876, 329819, 332635, 332651, 333530, 333674, 333793, 333899, 334438, 334468, 335616, 338042, 338288, 339885, 340446, 340456, 341102, 341253, 341256, 342130, 342524, 345538, 347322, 347545, 347996, 349175, 350390, 351599, 351763, 352108, 352980, 353460, 353700, 353824, 354730, 355661, 355809, 356178, 356320, 356791, 358113, 359007, 360284, 361002, 361384, 361480, 362197, 363138, 363733, 364345, 364804, 364809, 365510, 366033, 369158, 369474, 370417, 370568, 372351, 375535, 378412, 379043, 379139, 379272, 380689, 381313, 381808, 383617, 384386, 388905, 389020, 389056, 389100, 389496, 390039, 391277, 392166, 392403, 393462, 394026, 394073, 396597, 396831, 397005, 397272, 397295, 399636, 400041, 404670, 407912, 409846, 410856, 410921, 411041, 411452, 412068, 413973, 414193, 414487, 415122, 415331, 415771, 416080, 416537, 417411, 417444, 418770, 419033, 419307, 422146, 422497, 422901, 424321, 425086, 425149, 426511, 428273, 429530, 430438, 430600, 431743, 434135, 434197, 436333, 438169, 438276, 442103, 444143, 444803, 445147, 445261, 446169, 446438, 447321, 448223, 448379, 448585, 449115, 449236, 450011, 450524, 450623, 452331, 452551, 453200, 453627, 454083, 454155, 454794, 455558, 458692, 460243, 461604, 462635, 462890, 464280, 464842, 465110, 465364, 465877, 467113, 467407, 468749, 468791, 470144, 470752, 472053, 472286, 472493, 473831, 473942, 474006, 474098, 474380, 474699, 475601, 475671, 475855, 476566, 477520, 477616, 477648, 478530, 478556, 479797, 480061, 480524, 481080, 482512, 482827, 483161, 483502, 484230, 484269, 485149, 485421, 486113, 486282, 488841, 489263, 490737, 490823, 491395, 493464, 495047, 495306, 495424, 495684, 496238, 497223, 499402, 499519, 500586, 500694, 503202, 504975, 505071, 506206, 506588, 507418, 508067, 508397, 508560, 508797, 511228, 511747, 512440, 514356, 514668, 515602, 516560, 518226, 518436, 520978, 522060, 522646, 524845, 525441, 526488, 526887, 526976, 527418, 528811, 529795, 530240, 530327, 531831, 532369, 532504, 532620, 534226, 535047, 535916, 536854, 536911, 537872, 538286, 538673, 539130, 539741, 540247, 540798, 542397, 543053, 543323, 543869, 544149, 544399, 544950, 545785, 545865, 545877, 545910, 546403, 549038, 549049, 549061, 550216, 550658, 550893, 551221, 552896, 553151, 555151, 556676, 557541, 558564, 560331, 560864, 561915, 562031, 562758, 563799, 567321, 570365, 570723, 570803, 573393, 573766, 574988, 575218, 576281, 576694, 576981, 577914, 578038, 578715, 579001, 579194, 579353, 579429, 579663, 580123, 582842, 583577, 583791, 584282, 585321, 587965, 588675, 589121, 591109, 592510, 593459, 595139, 596761, 598769, 600365, 600407, 601405, 601544, 602009, 602814, 604625, 604667, 605844, 606450, 607089, 607833, 609205, 609497, 611537, 612887, 614173, 614909, 615774, 616311, 616924, 618453, 618550, 619106, 621108, 622767, 625292, 626865, 629549, 641173, 642259, 644142, 645406, 651048, 651586, 653292, 658129, 664671, 666223, 668724, 670255, 684671, 686238, 686919, 690889, 696493, 696497, 703679, 712438, 714679, 717621, 721420, 725594, 726503, 728050, 730981, 732484, 733175, 734691, 737643, 738293, 745144, 745446, 748914, 753808, 756209, 756770, 756856, 757192, 757597, 762882, 764703, 771574, 783978, 784065, 787211, 792719, 805433, 805674, 808909, 810001, 811849, 813375, 819320, 819522, 821505, 825168, 825311, 827072, 827637, 829768, 830638, 830896, 830899, 831848, 832718, 832733, 832957, 834080, 835212, 836943, 837740, 841409, 844497, 844535, 845834, 849063, 849882, 854407, 863109, 865970, 868830, 869139, 871314, 872909, 873063, 875101, 875200, 875222, 880099, 881054, 885724, 886947, 889768, 890276, 890399, 896292, 896576, 897112, 899176, 899574, 899601, 899788, 900910, 901660, 902131, 904638, 904772, 905659, 907616, 910241, 910386, 911241, 911353, 911369, 911475, 911632, 917561, 917858, 923784, 924298, 924447, 927314, 929267, 932199, 932389, 933827, 935878, 935917, 937365, 937549, 937658, 939408, 940391, 943369, 943514, 946082, 951912, 951964, 953088, 953511, 953755, 955263, 957231, 959369, 959463, 964075, 964536, 965732, 966233, 966445, 968493, 969958, 970021, 971983, 972104, 972539, 973651, 973691, 973987, 977643, 979326, 983244, 983313, 984988, 985590, 987358, 987379, 989182, 991985, 997029, 997744, 999728, 1000212, 1001133, 1001274, 1003499, 1005484, 1009063, 1012296, 1012481, 1012544, 1016473, 1021208, 1021223, 1021980, 1022699, 1023349, 1024511, 1025140, 1026225, 1027715, 1029030, 1030281, 1030310, 1030391, 1032078, 1037190, 1037370, 1039249, 1039714, 1042448, 1042524, 1044582, 1044710, 1045493, 1046665, 1050325, 1054186, 1055018, 1055988, 1056238, 1057792, 1057862, 1058749, 1059459, 1059954, 1062043, 1063971, 1064323, 1064451, 1065332, 1067245, 1067295, 1067883, 1069964, 1072676, 1074308, 1077588, 1080209, 1080244, 1082607, 1083655, 1083753, 1085603, 1089061, 1089824, 1093208, 1095220, 1096704, 1097881, 1098836, 1098992, 1099359, 1099624, 1102306, 1103111, 1104744, 1105448, 1105731, 1107167, 1107201, 1107968, 1109301, 1109853, 1110685, 1111303, 1112194, 1115782, 1115939, 1120736, 1122033, 1133552, 1139380, 1150728, 1151413, 1152296, 1157557, 1158650, 1158928, 1161081, 1163559, 1163901, 1168051, 1168259, 1171966, 1172498, 1172945, 1174346, 1177294, 1181978, 1184128, 1187387, 1189972, 1190153, 1191389, 1192624, 1197850, 1199229, 1199738, 1199866, 1200983, 1201555, 1202105, 1208115, 1209542, 1211025, 1214469, 1214860, 1215839, 1217590, 1219618, 1220313, 1221728, 1224008, 1224156, 1224502, 1225683, 1226252, 1227315, 1233049, 1233167, 1234831, 1234862, 1236696, 1236840, 1239079, 1240923, 1243373, 1246482]",965, 4126,2019-02-01,1,0.6666666666666666,965,1,['RECHARGE LAVAGE']
28279,"[100351, 101775, 102475, 103344, 103371, 103922, 104870, 105498, 105649, 105892, 106845, 107216, 107250, 107844, 107936, 108294, 108805, 109615, 110196, 110731, 111432, 111809, 111958, 112401, 112979, 113425, 113797, 114621, 114866, 117610, 118229, 119438, 119521, 120248, 120628, 121128, 121408, 121814, 121842, 123953, 124681, 125664, 126268, 127196, 127538, 127790, 128090, 128167, 129151, 129464, 130300, 130799, 131320, 131514, 132014, 132045, 132253, 132286, 132417, 132505, 132519, 132873, 132936, 133755, 133917, 134163, 134419, 136486, 136688, 137464, 138058, 138663, 139363, 140427, 141207, 141312, 141648, 141778, 141815, 143382, 143826, 144465, 145467, 145478, 145827, 145928, 146720, 147052, 147391, 147480, 149422, 150303, 150337, 151025, 151353, 153534, 154386, 154890, 154953, 155211, 155907, 156268, 156490, 156608, 156705, 157011, 157229, 157246, 158300, 158639, 159431, 159567, 160153, 160806, 160892, 160907, 161010, 161742, 162055, 162220, 163178, 163523, 163934, 163968, 164225, 164231, 164308, 164593, 165785, 167097, 168285, 168983, 170320, 170515, 171103, 171615, 171799, 172457, 172974, 173416, 173876, 173968, 174547, 174617, 174917, 175203, 175435, 175450, 175616, 175869, 176093, 176216, 176549, 176750, 176761, 177933, 179210, 179416, 179724, 179988, 180207, 180587, 180952, 181642, 181758, 182535, 183846, 184045, 184049, 184920, 185798, 187915, 187930, 188558, 188588, 188766, 188970, 189283, 192635, 193058, 193278, 194430, 195024, 195864, 196079, 196329, 197752, 197808, 198443, 198805, 199576, 199673, 199911, 200366, 200391, 201413, 201941, 202124, 202227, 202409, 203368, 203511, 203590, 204068, 204400, 205166, 205655, 205800, 206123, 206155, 206916, 207001, 208423, 209055, 209276, 209659, 209988, 210761, 211074, 211672, 211752, 212413, 214010, 214162, 215782, 216241, 217310, 217726, 218262, 218299, 218431, 219353, 219957, 220021, 220023, 221782, 221900, 222546, 223220, 223641, 223769, 224116, 224478, 225358, 226924, 226985, 228704, 228856, 228947, 229782, 230124, 231629, 231893, 232159, 232475, 232528, 232716, 234140, 234222, 234320, 234800, 235527, 236862, 237011, 238407, 238881, 239147, 239412, 240049, 241897, 242452, 242618, 242966, 243136, 243484, 243893, 246011, 246348, 246476, 247287, 247732, 247851, 248425, 248962, 249382, 249865, 250397, 251428, 251477, 251930, 252547, 252704, 253781, 253914, 254395, 257793, 258025, 259005, 259132, 259866, 260019, 260720, 261226, 261715, 261918, 262440, 262442, 263913, 264277, 264303, 265111, 265244, 266265, 266856, 266879, 266889, 266917, 267030, 267198, 267391, 267440, 267737, 268305, 269492, 269732, 269906, 269982, 270237, 270349, 271497, 273010, 273229, 273864, 274953, 275401, 275829, 275978, 276094, 276151, 277301, 277990, 279756, 280320, 280433, 280693, 280880, 280966, 281256, 281555, 282068, 282188, 284980, 285090, 285334, 285626, 285803, 286161, 286306, 286315, 286476, 286554, 286667, 286890, 287608, 287831, 288051, 288366, 288782, 289682, 290387, 290642, 290816, 290835, 291218, 291899, 292427, 293602, 293830, 293851, 295041, 295124, 295906, 296308, 297113, 297354, 297442, 299107, 299397, 300501, 300839, 302962, 303213, 304419, 304445, 305645, 306100, 306583, 306731, 307718, 308063, 308170, 308525, 308992, 309021, 309886, 310030, 310581, 311421, 312163, 312870, 313130, 313674, 313887, 313942, 313976, 314138, 314228, 314475, 315504, 315746, 317365, 317571, 318300, 318455, 319299, 319668, 322615, 323046, 323278, 323804, 324071, 324385, 324605, 324751, 325066, 325208, 326163, 326647, 327015, 327358, 327874, 328019, 328086, 328640, 328952, 329014, 329867, 329954, 330084, 330679, 332610, 332850, 332943, 333067, 333729, 333924, 334092, 335097, 335156, 335322, 335333, 335763, 336247, 336312, 338288, 339048, 339456, 339606, 339905, 340068, 341102, 341166, 341310, 342099, 342631, 343449, 343805, 343869, 344298, 344469, 344970, 346475, 348085, 348215, 348948, 348997, 349890, 350146, 350354, 350390, 350405, 350769, 351013, 351599, 353509, 355402, 355942, 356945, 357354, 358331, 358338, 358869, 359007, 359909, 360867, 363138, 364137, 364296, 364470, 364658, 365613, 366052, 366241, 367948, 368108, 368495, 369205, 369391, 369666, 370568, 371498, 371575, 371614, 372049, 373747, 373882, 374383, 374677, 375104, 375230, 375986, 376043, 376173, 376277, 376741, 378965, 379459, 380054, 380329, 380333, 380670, 382117, 382334, 382344, 382500, 382851, 383103, 383197, 384552, 384801, 385318, 385337, 385430, 385884, 385979, 386301, 386709, 387239, 387325, 387836, 388905, 388923, 389207, 389385, 389597, 389609, 389709, 390670, 390807, 390818, 391085, 391139, 392200, 393210, 393298, 393462, 393650, 394832, 395636, 395989, 397295, 398830, 399389, 399682, 400253, 400788, 400992, 401551, 402629, 403177, 404122, 405314, 405901, 405963, 407241, 407307, 407955, 409690, 410397, 410812, 410856, 411304, 411438, 411672, 411679, 412833, 413192, 415695, 416396, 416537, 418126, 419062, 420524, 420529, 420839, 420953, 421909, 422118, 422901, 423037, 423459, 423619, 423721, 424865, 425062, 426430, 426511, 426774, 426790, 427779, 428345, 429163, 429826, 430018, 430844, 430880, 430886, 431265, 431807, 432898, 434667, 435389, 435551, 436536, 436986, 437974, 438114, 438276, 438932, 439034, 439628, 441987, 444007, 444540, 445031, 445481, 445612, 446067, 446878, 447204, 447795, 448259, 448590, 449166, 449358, 450009, 450524, 450717, 450775, 450776, 451156, 451364, 451487, 451623, 451669, 451914, 452878, 453834, 454160, 454794, 455312, 457287, 457692, 457820, 458054, 458398, 458746, 459070, 459988, 460099, 460711, 460889, 461427, 461611, 461624, 461699, 462014, 462598, 462636, 462697, 462890, 463903, 464167, 465308, 465364, 465370, 466214, 466471, 467169, 467764, 468216, 468288, 468493, 468570, 469049, 470752, 471039, 471922, 473077, 474380, 474699, 474850, 475440, 475601, 476228, 477001, 477144, 477469, 477841, 478470, 479054, 479474, 479504, 480061, 480136, 480218, 480255, 480366, 481335, 481424, 481450, 482021, 482512, 482580, 482649, 483002, 483502, 483533, 484505, 484511, 485071, 485421, 486524, 487374, 487798, 488638, 488841, 490201, 490639, 490755, 490823, 490873, 491179, 491803, 493372, 494940, 495424, 495441, 495625, 496126, 496238, 497798, 497985, 498225, 498529, 498824, 499303, 500566, 500694, 500946, 501191, 501835, 501883, 502006, 502383, 502688, 502695, 505941, 506984, 507844, 507875, 507933, 508075, 508560, 508797, 508877, 509182, 509218, 509386, 509547, 510153, 510699, 510973, 511653, 512934, 515936, 516692, 516827, 517260, 517499, 517911, 518130, 518762, 518800, 518843, 519261, 519452, 520056, 520105, 521461, 522268, 522471, 523099, 523480, 523515, 523772, 523822, 524090, 525118, 525126, 525646, 526488, 526693, 527838, 528757, 528811, 528917, 529037, 529710, 529805, 530131, 530327, 530416, 530862, 530944, 531164, 532306, 533708, 533921, 535088, 535745, 535988, 536074, 536398, 536648, 536669, 536696, 537265, 537708, 539188, 539813, 540071, 540247, 541470, 541950, 542513, 542549, 543563, 543870, 544399, 545598, 545672, 545865, 545910, 546438, 546706, 546857, 546948, 547017, 548780, 549950, 550156, 550372, 550874, 550893, 551098, 551179, 551256, 551934, 553151, 553478, 555618, 555797, 555871, 556943, 557170, 557428, 558446, 560864, 561615, 563379, 563904, 564071, 564534, 564686, 565740, 566217, 566339, 566428, 567321, 567840, 568132, 568863, 570365, 570691, 570702, 572030, 572169, 572483, 573766, 574941, 574988, 575459, 575826, 576281, 576694, 576736, 577914, 577997, 578290, 579194, 579243, 579429, 580123, 580153, 580916, 581622, 582842, 583691, 584297, 584495, 585186, 588268, 588525, 588699, 589121, 591431, 592027, 592123, 592157, 592631, 592647, 594114, 595037, 595043, 595074, 595248, 596052, 596217, 596575, 597071, 597464, 597545, 598679, 598832, 599279, 599725, 600407, 600607, 601640, 601992, 601994, 602814, 603359, 603945, 604551, 604772, 605523, 606579, 607089, 608303, 608795, 609205, 610976, 611039, 611059, 612288, 612375, 613237, 614173, 614909, 615243, 615263, 616105, 616170, 616278, 616783, 616924, 617315, 617669, 618576, 618667, 619106, 619452, 619942, 621358, 622174, 622481, 622767, 624033, 625091, 626122, 626124, 626547, 627555, 633283, 634702, 642259, 642835, 652268, 653387, 656134, 684785, 686041, 691537, 695753, 696120, 700038, 700984, 703617, 711978, 715147, 715221, 715453, 716018, 716095, 716228, 716465, 716605, 720705, 721265, 721306, 725135, 726503, 728652, 733528, 736264, 738293, 738694, 739868, 741468, 746755, 747446, 747609, 749724, 752577, 755092, 756073, 756209, 756427, 756804, 756856, 756895, 758350, 759286, 760007, 760240, 761137, 761744, 762847, 764518, 765847, 768034, 768575, 771711, 771876, 772456, 773493, 773805, 776458, 776825, 779524, 779732, 779784, 780709, 785031, 787211, 788170, 790252, 791569, 794349, 795208, 800950, 802319, 804295, 805158, 806141, 806299, 807713, 811998, 817773, 818420, 818839, 819859, 825168, 825755, 825962, 826642, 828136, 828612, 829769, 830896, 831848, 832957, 833186, 833255, 834357, 836966, 838620, 838634, 838830, 839250, 839435, 839720, 841409, 841934, 843188, 843577, 844497, 844535, 849398, 863192, 863705, 864036, 864719, 864774, 865625, 866758, 868999, 869726, 869865, 870078, 871210, 871913, 872139, 872506, 873360, 873363, 873394, 873567, 873625, 874591, 876693, 879166, 879617, 879803, 880445, 881500, 882604, 885525, 886524, 887080, 887722, 889564, 890276, 892098, 892685, 892868, 894273, 895218, 896292, 897154, 898384, 899788, 899949, 900554, 901058, 901879, 901985, 903493, 903826, 904707, 905659, 907248, 907866, 908076, 908667, 910611, 911071, 911318, 911353, 911475, 912398, 912460, 918206, 919345, 920326, 921280, 922108, 922746, 923982, 924660, 928507, 928931, 931348, 936316, 937365, 937939, 939722, 944871, 945318, 945905, 948013, 948238, 949491, 949568, 949782, 951512, 951641, 951994, 952297, 953767, 954912, 958708, 960264, 960904, 961048, 964899, 965178, 965473, 965787, 966086, 966445, 967160, 967612, 968493, 968496, 968846, 970173, 970916, 972595, 973330, 973987, 975897, 977640, 977832, 978032, 979326, 985584, 986037, 987107, 987563, 988587, 989182, 989745, 991985, 992661, 994183, 994453, 997163, 998226, 1002608, 1003366, 1003499, 1003959, 1005793, 1006344, 1006767, 1007314, 1008413, 1009063, 1010274, 1010546, 1014384, 1014952, 1015499, 1015669, 1016225, 1016402, 1017619, 1018648, 1019603, 1020503, 1025017, 1025066, 1025324, 1025779, 1026225, 1026838, 1030140, 1030410, 1031383, 1033300, 1035211, 1037406, 1038025, 1038786, 1039741, 1039836, 1041263, 1042374, 1044655, 1044945, 1046200, 1047587, 1047905, 1048334, 1048849, 1049064, 1049623, 1050811, 1051160, 1051441, 1053073, 1054205, 1054285, 1054616, 1055005, 1055039, 1055071, 1055191, 1055988, 1056118, 1056600, 1059920, 1060858, 1061317, 1061567, 1062112, 1063785, 1063971, 1064103, 1064304, 1065030, 1065901, 1066192, 1066509, 1066548, 1067883, 1068786, 1068889, 1070156, 1070303, 1071116, 1071450, 1071706, 1072004, 1072656, 1073228, 1075083, 1075542, 1076586, 1077821, 1077982, 1078646, 1081650, 1083529, 1083852, 1083883, 1085762, 1086295, 1086750, 1089061, 1089919, 1090057, 1091502, 1093004, 1095220, 1097825, 1099084, 1100266, 1101605, 1102540, 1102631, 1102687, 1102756, 1104149, 1105518, 1106348, 1107311, 1107772, 1108363, 1109458, 1110411, 1111176, 1111303, 1112419, 1112698, 1119605, 1124305, 1132309, 1139056, 1151882, 1152325, 1158216, 1158419, 1159385, 1160121, 1160717, 1160765, 1161081, 1163690, 1164676, 1165812, 1165940, 1166696, 1167677, 1168082, 1168259, 1169143, 1169281, 1170319, 1170504, 1171944, 1172011, 1172598, 1172787, 1172856, 1173103, 1173287, 1175910, 1176119, 1176543, 1177175, 1177825, 1178337, 1180455, 1180862, 1182176, 1182381, 1183011, 1185071, 1185280, 1185954, 1188174, 1188282, 1189232, 1189972, 1191106, 1191561, 1192300, 1192997, 1194832, 1195732, 1195916, 1196500, 1196633, 1196711, 1198123, 1198347, 1198986, 1199738, 1199905, 1199933, 1201800, 1202978, 1203072, 1204202, 1210531, 1211165, 1211928, 1212318, 1212474, 1213236, 1215572, 1216334, 1216816, 1217121, 1218594, 1218664, 1219183, 1219333, 1220214, 1225767, 1226863, 1228789, 1229161, 1231035, 1232407, 1232575, 1233360, 1234862, 1237221, 1237545, 1238615, 1239591, 1240460, 1240791, 1241815, 1241990, 1242175, 1246474]",1492, 4112,2019-02-01,1,0.6666666666666666,1492,1,['LAVAGE CLU']
28310,[404347],1, 4070 6176 4125 2972 6179,2019-02-01,1,0.6666666666666666,1,1,"['RECHARGE LAVAGE TW - A', 'TOTAL 5000 D 15W40 2L', 'TXW LAVE GLACE']"
28322,"[111939, 265244, 381668, 404347, 464473, 473693, 973330, 1033497]",8, 4070,2019-02-01,1,0.6666666666666666,8,1,['TOTAL 5000 D 15W40 2L']
28325,"[404347, 973330]",2, 4070 2972,2019-02-01,1,0.6666666666666666,2,1,"['TOTAL 5000 D 15W40 2L', 'TXW LAVE GLACE']"
28329,"[470752, 529037]",2, 6449 4112,2019-02-01,1,0.6666666666666666,2,1,['LAVAGE CLU']
28385,"[130366, 361281, 380689, 511024, 549038, 1081866, 1174346]",7, 6184,2019-02-01,1,0.6666666666666666,7,1,[]
28386,"[380689, 549038, 1174346]",3, 6184 4126,2019-02-01,1,0.6666666666666666,3,1,['RECHARGE LAVAGE']
28387,"[130366, 361281, 511024, 549038]",4, 6184 4125,2019-02-01,1,0.6666666666666666,4,1,['RECHARGE LAVAGE TW - A']
28388,"[130366, 511024]",2, 6184 6178 4125,2019-02-01,1,0.6666666666666666,2,1,['RECHARGE LAVAGE TW - A']
28389,"[130366, 361281, 549038]",3, 6184 6179 4125,2019-02-01,1,0.6666666666666666,3,1,['RECHARGE LAVAGE TW - A']
28444,"[120461, 237023, 496860, 567581, 594027, 821526, 1182559]",7, 1797,2019-02-01,1,0.6666666666666666,7,1,['MENTOS BOT P.FRESH M 60G']
28451,"[191426, 377790, 555981, 765567, 806452, 1209219, 1237545]",7, 2319,2019-02-01,1,0.6666666666666666,7,1,['VOLVIC NATURE 1']
28478,"[253255, 302709, 830899, 967612, 977946, 1178623, 1220313]",7, 2906,2019-02-01,1,0.6666666666666666,7,1,['TW NET PLASTIQU']
28483,"[135414, 335094, 596052, 624033, 736979, 904661]",6, 2908,2019-02-01,1,0.6666666666666666,6,1,['TW ENTR. PLAST. FINITION BRILLANTE 400ML']
28484,"[596052, 624033]",2, 2908 4112,2019-02-01,1,0.6666666666666666,2,1,"['LAVAGE CLU', 'TW ENTR. PLAST. FINITION BRILLANTE 400ML']"
28485,"[135414, 596052]",2, 2908 2972,2019-02-01,1,0.6666666666666666,2,1,"['TW ENTR. PLAST. FINITION BRILLANTE 400ML', 'TXW LAVE GLACE']"
28487,"[387660, 417692, 678400, 881163, 1063103, 1163690, 1201835]",7, 2913,2019-02-01,1,0.6666666666666666,7,1,['TW 16 LINGETTES']
28496,"[354730, 411041, 470752, 825311]",4, 6449 4126,2019-02-01,1,0.6666666666666666,4,1,['RECHARGE LAVAGE']
28498,"[354730, 470752]",2, 6449 4136 4126,2019-02-01,1,0.6666666666666666,2,1,"['RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - D']"
28536,"[197421, 596052, 824083]",3, 2905,2019-02-01,1,0.6666666666666666,3,1,['TW PLASTIC BRIL']
28537,[824083],1, 2905 4136,2019-02-01,1,0.6666666666666666,1,1,"['RECHARGE LAVAGE TW - D', 'TW PLASTIC BRIL']"
28538,"[387660, 596052, 1053328]",3, 2984,2019-02-01,1,0.6666666666666666,3,1,['JERRICAN ROUGE 20L HOMOLOGUE']
28564,"[338862, 424865, 1058591]",3, 3030,2019-02-01,1,0.6666666666666666,3,1,['BLANC DE POULET 2TR 80G']
28565,"[424865, 1058591]",2, 3030 6990,2019-02-01,1,0.6666666666666666,2,1,"['BLANC DE POULET 2TR 80G', 'PAGO FRAISE 33C']"
28582,"[519885, 1108145, 1163180]",3, 507,2019-02-01,1,0.6666666666666666,3,1,['CRO BRIOCHE NUTELLA']
28585,[1163180],1, 507 6530 4125 688 649 6535,2019-02-01,1,0.6666666666666666,1,1,"['CR EVIAN PET 50CL', 'CRO BRIOCHE NUTELLA', 'RECHARGE LAVAGE TW - A']"
28586,"[230856, 507317, 535413]",3, 669,2019-02-01,1,0.6666666666666666,3,1,[]
28588,"[230856, 507317]",2, 669 1672,2019-02-01,1,0.6666666666666666,2,1,['CR ECLAIR PARFUM CHOCOLAT 70 GR']
28589,[230856],1, 669 1672 686 163,2019-02-01,1,0.6666666666666666,1,1,"['CR ECLAIR PARFUM CHOCOLAT 70 GR', 'CRO EAU DE SOURCE 50CL PET']"
28593,"[275978, 396506, 989826]",3, 824,2019-02-01,1,0.6666666666666666,3,1,['CDB SAN PELLEGR']
28602,"[181027, 531053]",2, 6988 6986 6985,2019-02-01,1,0.6666666666666666,2,1,"['PAGO ACE 33CL P', 'PAGO JUS ANANAS', 'PAGO MULTI PUR JUS 33CL']"
28605,[447321],1, 6549 6547 4126 1538 4136 2121,2019-02-01,1,0.6666666666666666,1,1,"['RECHARGE CAFÉ CLUB 2\x80', 'RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - D']"
28614,"[234017, 573223, 838612, 1187529]",4, 6711,2019-02-01,1,0.6666666666666666,4,1,['FEBREZE CAR MARINE']
28619,"[181027, 531053, 1175571]",3, 6988,2019-02-01,1,0.6666666666666666,3,1,['PAGO JUS ANANAS']
28630,"[100388, 490737, 583156, 670457]",4, 1792,2019-02-01,1,0.6666666666666666,4,1,['TIC TAC MULTIGO']
28631,"[490737, 583156]",2, 1792 2968,2019-02-01,1,0.6666666666666666,2,1,"['TIC TAC MULTIGO', 'TW 10 LINGUETTE']"
28633,[583156],1, 1792 2911 4125 2968,2019-02-01,1,0.6666666666666666,1,1,"['RECHARGE LAVAGE TW - A', 'TIC TAC MULTIGO', 'TW 10 LINGUETTE', 'TW 16 LINGETTES PLASTIQUES']"
28643,"[113567, 162158, 302471, 1029914]",4, 1692,2019-02-01,1,0.6666666666666666,4,1,['HOLLYWOOD FRESH']
28666,"[579243, 600607]",2, 6180 4112,2019-02-01,1,0.6666666666666666,2,1,['LAVAGE CLU']
28668,"[579243, 932953]",2, 6180 4125,2019-02-01,1,0.6666666666666666,2,1,['RECHARGE LAVAGE TW - A']
